Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","Detroit","MI","48235","WAYNE","0.99239","4 out of 10","0 out of 9","4 out of 10","0.99746","8 out of 10","4 out of 9","8 out of 10","0.97067","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98693","7 out of 10","6 out of 9","7 out of 10","29"
"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE","Pontiac","MI","48341","OAKLAND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99796","8 out of 10","6 out of 9","8 out of 10","0.99174","7 out of 10","5 out of 9","7 out of 10","0.98077","6 out of 10","5 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","41"
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","Alma","MI","48801","GRATIOT","0.93678","0 out of 10","0 out of 9","0 out of 10","0.88372","0 out of 10","0 out of 9","0 out of 10","0.94578","0 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.93296","0 out of 10","2 out of 9","2 out of 10","5"
"230031","ST JOSEPH MERCY PORT HURON","2601 ELECTRIC AVENUE","Port Huron","MI","48060","SAINT CLAIR","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","Greenville","MI","48838","MONTCALM","0.96739","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98913","6 out of 10","0 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","26"
"230036","ALPENA REGIONAL MEDICAL CENTER","1501 W CHISHOLM ST","Alpena","MI","49707","ALPENA","0.97899","0 out of 10","0 out of 9","0 out of 10","0.98319","0 out of 10","0 out of 9","0 out of 10","0.97738","1 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.96279","3 out of 10","5 out of 9","5 out of 10","7"
"230037","HILLSDALE COMMUNITY HEALTH CENTER","168 S HOWELL STREET","Hillsdale","MI","49242","HILLSDALE","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99213","7 out of 10","3 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.97080","4 out of 10","0 out of 9","4 out of 10","31"
"230038","SPECTRUM HEALTH - BUTTERWORTH CAMPUS","100 MICHIGAN ST NE","Grand Rapids","MI","49503","KENT","0.93635","0 out of 10","0 out of 9","0 out of 10","0.98635","0 out of 10","2 out of 9","2 out of 10","0.98964","6 out of 10","0 out of 9","6 out of 10","0.97590","5 out of 10","0 out of 9","5 out of 10","0.98258","6 out of 10","8 out of 9","8 out of 10","21"
"230040","PENNOCK HOSPITAL","1009 W GREEN ST","Hastings","MI","49058","BARRY","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95964","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98039","6 out of 10","0 out of 9","6 out of 10","26"
"230041","MCLAREN BAY REGION","1900 COLUMBUS AVE","Bay City","MI","48708","BAY","0.97950","0 out of 10","0 out of 9","0 out of 10","0.99568","7 out of 10","5 out of 9","7 out of 10","0.98691","5 out of 10","4 out of 9","5 out of 10","0.92708","0 out of 10","0 out of 9","0 out of 10","0.90180","0 out of 10","1 out of 9","1 out of 10","13"
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","Ann Arbor","MI","48109","WASHTENAW","0.99879","9 out of 10","8 out of 9","9 out of 10","0.99394","5 out of 10","5 out of 9","5 out of 10","0.98237","3 out of 10","3 out of 9","3 out of 10","0.98669","7 out of 10","0 out of 9","7 out of 10","0.98618","7 out of 10","8 out of 9","8 out of 10","32"
"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","Clinton Township","MI","48038","MACOMB","0.99399","6 out of 10","1 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98323","3 out of 10","0 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","39"
"230053","HENRY FORD HOSPITAL","2799 W GRAND BLVD","Detroit","MI","48202","WAYNE","0.98701","1 out of 10","0 out of 9","1 out of 10","0.99349","5 out of 10","4 out of 9","5 out of 10","0.98881","5 out of 10","6 out of 9","6 out of 10","0.94615","0 out of 10","0 out of 9","0 out of 10","0.92519","0 out of 10","0 out of 9","0 out of 10","12"
"230054","MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC","Marquette","MI","49855","MARQUETTE","0.99329","5 out of 10","7 out of 9","7 out of 10","0.99552","7 out of 10","6 out of 9","7 out of 10","0.97465","0 out of 10","1 out of 9","1 out of 10","0.97059","3 out of 10","2 out of 9","3 out of 10","0.95319","1 out of 10","6 out of 9","6 out of 10","24"
"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","Iron Mountain","MI","49801","DICKINSON","0.99517","6 out of 10","6 out of 9","6 out of 10","0.99034","3 out of 10","7 out of 9","7 out of 10","0.95098","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","23"
"230058","MUNSON HEALTHCARE GRAYLING HOSPITAL","1100 E MICHIGAN AVE","Grayling","MI","49738","CRAWFORD","0.98522","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98492","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98621","7 out of 10","8 out of 9","8 out of 10","24"
"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","Grand Rapids","MI","49503","KENT","0.97468","0 out of 10","3 out of 9","3 out of 10","0.97970","0 out of 10","0 out of 9","0 out of 10","0.98969","6 out of 10","5 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.96914","4 out of 10","2 out of 9","4 out of 10","13"
"230066","MERCY HEALTH HACKLEY CAMPUS","1700 CLINTON STREET","Muskegon","MI","49443","MUSKEGON","0.99526","6 out of 10","9 out of 9","9 out of 10","0.99052","3 out of 10","0 out of 9","3 out of 10","0.99505","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.93023","0 out of 10","1 out of 9","1 out of 10","21"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","Howell","MI","48843","LIVINGSTON","0.99324","5 out of 10","3 out of 9","5 out of 10","0.99324","5 out of 10","6 out of 9","6 out of 10","0.99306","7 out of 10","0 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","28"
"230070","COVENANT MEDICAL CENTER, INC","1447 N HARRISON","Saginaw","MI","48602","SAGINAW","0.96955","0 out of 10","0 out of 9","0 out of 10","0.99835","8 out of 10","8 out of 9","8 out of 10","0.98214","3 out of 10","6 out of 9","6 out of 10","0.96933","3 out of 10","7 out of 9","7 out of 10","0.98475","7 out of 10","8 out of 9","8 out of 10","29"
"230072","HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE","Holland","MI","49423","OTTAWA","0.99855","9 out of 10","5 out of 9","9 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99708","8 out of 10","1 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"230075","BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVENUE","Battle Creek","MI","49016","CALHOUN","0.99574","7 out of 10","4 out of 9","7 out of 10","0.99716","8 out of 10","6 out of 9","8 out of 10","0.99554","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98658","7 out of 10","6 out of 9","7 out of 10","30"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","Saginaw","MI","48601","SAGINAW","0.99242","4 out of 10","7 out of 9","7 out of 10","0.99495","6 out of 10","6 out of 9","6 out of 10","0.95722","0 out of 10","1 out of 9","1 out of 10","0.95000","0 out of 10","5 out of 9","5 out of 10","0.91186","0 out of 10","5 out of 9","5 out of 10","24"
"230078","LAKELAND COMMUNITY HOSPITAL, WATERVLIET","400 MEDICAL PARK DR","Watervliet","MI","49098","BERRIEN","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98726","7 out of 10","6 out of 9","7 out of 10","37"
"230080","MCLAREN CENTRAL MICHIGAN","1221 SOUTH DRIVE","Mount Pleasant","MI","48858","ISABELLA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99505","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99231","8 out of 10","7 out of 9","8 out of 10","36"
"230081","MUNSON HEALTHCARE CADILLAC HOSPITAL","400 HOBART ST","Cadillac","MI","49601","WEXFORD","0.98955","3 out of 10","0 out of 9","3 out of 10","0.98955","3 out of 10","4 out of 9","4 out of 10","0.98587","4 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.98214","6 out of 10","7 out of 9","7 out of 10","19"
"230085","SOUTH HAVEN COMMUNITY HOSPITAL","955 S BAILEY AVE","South Haven","MI","49090","VAN BUREN","1.00000","10 out of 10","0 out of 9","10 out of 10","0.93651","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98438","7 out of 10","0 out of 9","7 out of 10","27"
"230089","BEAUMONT HOSPITAL, GROSSE POINTE","468 CADIEUX RD","Grosse Pointe","MI","48230","WAYNE","0.99501","6 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99235","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99702","9 out of 10","9 out of 9","9 out of 10","32"
"230092","ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","0.99339","5 out of 10","5 out of 9","5 out of 10","0.99559","7 out of 10","8 out of 9","8 out of 10","0.98658","5 out of 10","0 out of 9","5 out of 10","0.98020","6 out of 10","0 out of 9","6 out of 10","0.99497","9 out of 10","9 out of 9","9 out of 10","33"
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","Big Rapids","MI","49307","MECOSTA","0.96825","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96000","0 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99099","8 out of 10","0 out of 9","8 out of 10","25"
"230095","WEST BRANCH REGIONAL MEDICAL CENTER","2463 SOUTH M-30","West Branch","MI","48661","OGEMAW","0.78756","0 out of 10","0 out of 9","0 out of 10","0.46875","0 out of 10","0 out of 9","0 out of 10","0.91304","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.94500","0 out of 10","0 out of 9","0 out of 10","1"
"230096","STURGIS HOSPITAL","916 MYRTLE AVE","Sturgis","MI","49091","ST. JOSEPH","0.98611","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95714","0 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.95385","1 out of 10","0 out of 9","1 out of 10","15"
"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET","Traverse City","MI","49684","GRAND TRAVERSE","0.99310","5 out of 10","5 out of 9","5 out of 10","0.99310","5 out of 10","1 out of 9","5 out of 10","0.99818","9 out of 10","8 out of 9","9 out of 10","0.96721","3 out of 10","4 out of 9","4 out of 10","0.97651","5 out of 10","3 out of 9","5 out of 10","28"
"230099","MERCY MEMORIAL HOSPITAL SYSTEM","718 N MACOMB ST","Monroe","MI","48162","MONROE","0.99344","5 out of 10","3 out of 9","5 out of 10","0.97682","0 out of 10","0 out of 9","0 out of 10","0.98239","3 out of 10","0 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.96774","4 out of 10","0 out of 9","4 out of 10","12"
"230100","TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","Tawas City","MI","48764","IOSCO","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96721","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","Detroit","MI","48201","WAYNE","0.99303","5 out of 10","0 out of 9","5 out of 10","0.96864","0 out of 10","0 out of 9","0 out of 10","0.95185","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97990","6 out of 10","6 out of 9","6 out of 10","21"
"230105","MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE","Petoskey","MI","49770","EMMET","0.97007","0 out of 10","2 out of 9","2 out of 10","0.99250","5 out of 10","0 out of 9","5 out of 10","0.99231","7 out of 10","7 out of 9","7 out of 10","0.99237","8 out of 10","9 out of 9","9 out of 10","0.95161","1 out of 10","3 out of 9","3 out of 10","26"
"230108","PORTAGE HEALTH","500 CAMPUS DRIVE","Hancock","MI","49930","HOUGHTON","0.96774","0 out of 10","0 out of 9","0 out of 10","0.98387","0 out of 10","0 out of 9","0 out of 10","0.98291","3 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","13"
"230110","MEMORIAL MEDICAL CENTER OF WEST MICHIGAN","1 N ATKINSON DRIVE","Ludington","MI","49431","MASON","0.97436","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98701","5 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.92157","0 out of 10","0 out of 9","0 out of 10","15"
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","Kalamazoo","MI","49048","KALAMAZOO","0.99459","6 out of 10","0 out of 9","6 out of 10","0.99458","6 out of 10","1 out of 9","6 out of 10","0.99255","7 out of 10","5 out of 9","7 out of 10","0.98246","6 out of 10","4 out of 9","6 out of 10","0.98143","6 out of 10","7 out of 9","7 out of 10","32"
"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","Bad Axe","MI","48413","HURON","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98261","0 out of 10","1 out of 9","1 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98230","6 out of 10","2 out of 9","6 out of 10","27"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","Owosso","MI","48867","SHIAWASSEE","0.98404","0 out of 10","1 out of 9","1 out of 10","0.98404","0 out of 10","3 out of 9","3 out of 10","0.97312","0 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.99119","8 out of 10","7 out of 9","8 out of 10","14"
"230130","BEAUMONT HOSPITAL, ROYAL OAK","3601 W THIRTEEN MILE RD","Royal Oak","MI","48073","OAKLAND","0.99467","6 out of 10","6 out of 9","6 out of 10","0.99467","6 out of 10","4 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97727","5 out of 10","2 out of 9","5 out of 10","0.99782","9 out of 10","9 out of 9","9 out of 10","36"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA","Flint","MI","48503","GENESEE","0.97241","0 out of 10","0 out of 9","0 out of 10","0.98276","0 out of 10","2 out of 9","2 out of 10","0.95018","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.82418","0 out of 10","0 out of 9","0 out of 10","2"
"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","Gaylord","MI","49735","OTSEGO","0.94839","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96732","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.99363","8 out of 10","0 out of 9","8 out of 10","18"
"230141","MCLAREN FLINT","401 S BALLENGER HIGHWAY","Flint","MI","48532","GENESEE","0.99575","7 out of 10","8 out of 9","8 out of 10","0.99291","5 out of 10","6 out of 9","6 out of 10","0.98348","4 out of 10","6 out of 9","6 out of 10","0.98473","7 out of 10","7 out of 9","7 out of 10","0.97345","5 out of 10","7 out of 9","7 out of 10","34"
"230142","OAKWOOD HOSPITAL - WAYNE","33155 ANNAPOLIS AVE","Wayne","MI","48184","WAYNE","0.99363","5 out of 10","4 out of 9","5 out of 10","0.99359","5 out of 10","8 out of 9","8 out of 10","0.98013","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.98039","6 out of 10","9 out of 9","9 out of 10","24"
"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE","Wyandotte","MI","48192","WAYNE","0.98457","0 out of 10","0 out of 9","0 out of 10","0.99690","7 out of 10","5 out of 9","7 out of 10","0.97764","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.85714","0 out of 10","2 out of 9","2 out of 10","10"
"230151","BOTSFORD HOSPITAL","28050 GRAND RIVER AVENUE","Farmington Hills","MI","48336","OAKLAND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99315","5 out of 10","3 out of 9","5 out of 10","0.99076","6 out of 10","4 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.96919","4 out of 10","0 out of 9","4 out of 10","25"
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","Ann Arbor","MI","48106","WASHTENAW","0.98637","0 out of 10","0 out of 9","0 out of 10","0.99432","6 out of 10","7 out of 9","7 out of 10","0.99361","7 out of 10","8 out of 9","8 out of 10","0.98246","6 out of 10","0 out of 9","6 out of 10","0.98004","6 out of 10","8 out of 9","8 out of 10","29"
