Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"454101","ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW","2601 DIMMITT ROAD, SUITE 400","PLAINVIEW","TX","79072","HALE","Hours of physical-restraint use","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Hours of seclusion","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","132","132","","Not Available","0","0","7","Not Available","0","0","7","100.00","13","13","","100.00","119","119","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","132","132","","Not Available","0","0","7","Not Available","0","0","7","100.00","13","13","","100.00","119","119","","04/01/2013","12/31/2013"
"454103","KINGWOOD PINES HOSPITAL","2001 LADBROOK","KINGWOOD","TX","77339","HARRIS","Hours of physical-restraint use","0.02","12.31","24808","","0.02","1.67","3678","","0.04","7.71","8276","","0.01","2.93","12140","","0.00","0","714","","Hours of seclusion","0.19","111.42","24808","","0.27","24.14","3678","","0.33","64.57","8276","","0.08","22.71","12140","","0.00","0","714","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.11","893","901","","99.50","198","199","","98.89","268","271","","98.94","373","377","","100.00","54","54","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.45","842","901","","94.97","189","199","","90.77","246","271","","94.16","355","377","","96.30","52","54","","04/01/2013","12/31/2013"
"454104","UNIVERSITY BEHAVIORAL HEALTH","2026 WEST UNIVERSITY DRIVE","DENTON","TX","76201","DENTON","Hours of physical-restraint use","0.07","34.8","21284","","0.47","20.2","1787","","0.10","13.3","5414","","0.00","1.3","13848","","0.00","0","235","","Hours of seclusion","0.05","23.47","21284","","0.22","9.61","1787","","0.05","6.62","5414","","0.02","7.24","13848","","0.00","0","235","","Patients discharged on multiple antipsychotic medications","4.78","21","439","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00","21","21","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.57","700","703","","100.00","178","178","","99.48","190","191","","99.37","313","315","","100.00","19","19","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.31","663","703","","94.38","168","178","","94.24","180","191","","94.29","297","315","","94.74","18","19","","04/01/2013","12/31/2013"
"454105","BEHAVIORAL HOSPITAL OF LONGVIEW","22 BERMUDA LANE","LONGVIEW","TX","75605","GREGG","Hours of physical-restraint use","0.00","0","10933","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","10415","","0.00","0","518","","Hours of seclusion","0.00","0","10890","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","10415","","0.00","0","475","","Patients discharged on multiple antipsychotic medications","12.79","11","86","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","93.94","124","132","","Not Available","0","0","7","Not Available","0","0","7","93.58","102","109","","95.65","22","23","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.88","116","132","","Not Available","0","0","7","Not Available","0","0","7","86.24","94","109","","95.65","22","23","","04/01/2013","12/31/2013"
"454107","BEHAVIORAL HOSPITAL OF BELLAIRE","5314 DASHWOOD, SUITE 200","HOUSTON","TX","77081","HARRIS","Hours of physical-restraint use","0.01","3.34","15010","","Not Available","0","0","7","Not Available","0","0","7","0.01","3.34","14220","","0.00","0","790","","Hours of seclusion","0.00",".6","15010","","Not Available","0","0","7","Not Available","0","0","7","0.00",".6","14220","","0.00","0","790","","Patients discharged on multiple antipsychotic medications","17.83","64","359","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","32.20","19","59","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.61","515","517","","Not Available","0","0","7","Not Available","0","0","7","99.54","435","437","","100.00","80","80","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.42","514","517","","Not Available","0","0","7","Not Available","0","0","7","99.31","434","437","","100.00","80","80","","04/01/2013","12/31/2013"
"454108","CYPRESS CREEK HOSPITAL","17750 CALI DRIVE","HOUSTON","TX","77090","HARRIS","Hours of physical-restraint use","0.05","25.88","23754","","0.01",".05","164","","0.05","4.79","3707","","0.05","21.01","19182","","0.00",".03","701","","Hours of seclusion","0.00","0","23754","","0.00","0","164","","0.00","0","3707","","0.00","0","19182","","0.00","0","701","","Patients discharged on multiple antipsychotic medications","8.06","40","496","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00","39","39","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.56","841","871","","96.15","25","26","","96.10","197","205","","96.83","550","568","","95.83","69","72","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","96.56","841","871","","96.15","25","26","","96.10","197","205","","96.83","550","568","","95.83","69","72","","04/01/2013","12/31/2013"
"454109","EL PASO BEHAVIORAL HEALTH SYSTEM","1900 DENVER AVE","EL PASO","TX","79902","EL PASO","Hours of physical-restraint use","0.08","69.06","37562","","0.18","10.26","2428","","0.15","19.35","5541","","0.06","35.2","25878","","0.05","4.25","3715","","Hours of seclusion","0.00","3.77","37562","","0.02","1.24","2428","","0.00","0","5541","","0.00","2.53","25878","","0.00","0","3715","","Patients discharged on multiple antipsychotic medications","1.72","13","757","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","1175","1175","","100.00","201","201","","100.00","197","197","","100.00","605","605","","100.00","172","172","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.91","1174","1175","","100.00","201","201","","100.00","197","197","","99.83","604","605","","100.00","172","172","","04/01/2013","12/31/2013"
"454110","OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN","3300 S FM 1788","MIDLAND","TX","79706","MIDLAND","Hours of physical-restraint use","0.00","0","6581","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","3985","","0.00","0","2596","","Hours of seclusion","0.00","0","6581","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","3985","","0.00","0","2596","","Patients discharged on multiple antipsychotic medications","9.74","72","739","","Not Available","0","0","7","Not Available","0","0","7","9.84","56","569","","9.41","16","170","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00","0","72","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","56","","0.00","0","16","","Post-discharge continuing care plan created","100.00","739","739","","Not Available","0","0","7","Not Available","0","0","7","100.00","569","569","","100.00","170","170","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","59.54","440","739","","Not Available","0","0","7","Not Available","0","0","7","57.47","327","569","","66.47","113","170","","04/01/2013","12/31/2013"
"454111","TEXAS STAR RECOVERY","1106  WEST DITTMAR RD","AUSTIN","TX","78745","TRAVIS","Hours of physical-restraint use","0.00","0","5659","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","4923","","0.00","0","736","","Hours of seclusion","0.00","0","5659","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","4923","","0.00","0","736","","Patients discharged on multiple antipsychotic medications","8.07","13","161","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.00","550","567","","Not Available","0","0","7","Not Available","0","0","7","97.21","487","501","","95.45","63","66","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.71","520","567","","Not Available","0","0","7","Not Available","0","0","7","91.82","460","501","","90.91","60","66","","04/01/2013","12/31/2013"
"454113","SUNDANCE HOSPITAL","7000 US HIGHWAY 287","ARLINGTON","TX","76001","TARRANT","Hours of physical-restraint use","0.00","1.87","17314","","0.01",".9","2671","","0.00",".62","5889","","0.00",".35","7840","","0.00","0","914","","Hours of seclusion","0.14","59.51","17314","","0.06","4.05","2671","","0.02","2.84","5889","","0.28","52.62","7840","","0.00","0","914","","Patients discharged on multiple antipsychotic medications","6.53","22","337","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.68","672","681","","99.38","161","162","","98.84","171","173","","98.39","245","249","","97.94","95","97","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.50","664","681","","98.15","159","162","","98.27","170","173","","97.19","242","249","","95.88","93","97","","04/01/2013","12/31/2013"
