Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PN-3b Performance Rate,PN-3b Achievement Points,PN-3b Improvement Points,PN-3b Measure Score,PN-6 Performance Rate,PN-6 Achievement Points,PN-6 Improvement Points,PN-6 Measure Score,PN Condition/Procedure Score
"140013","PROCTOR HOSPITAL","5409 N KNOXVILLE AVE","Peoria","IL","61614","PEORIA","0.97183","0 out of 10","0 out of 9","0 out of 10","0.94737","0 out of 10","0 out of 9","0 out of 10","0"
"490111","WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD","Wytheville","VA","24382","WYTHE","0.98113","2 out of 10","0 out of 9","2 out of 10","0.98058","5 out of 10","4 out of 9","5 out of 10","7"
"050746","WESTERN MEDICAL CENTER SANTA ANA","1001 NORTH TUSTIN AVENUE","Santa Ana","CA","92705","ORANGE","0.98291","3 out of 10","0 out of 9","3 out of 10","0.98113","5 out of 10","6 out of 9","6 out of 10","9"
"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","Upland","CA","91786","SAN BERNARDINO","0.96855","0 out of 10","6 out of 9","6 out of 10","0.98837","7 out of 10","5 out of 9","7 out of 10","13"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","0.99286","7 out of 10","6 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","Hornell","NY","14843","STEUBEN","0.97222","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","Payson","UT","84651","UTAH","0.97368","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050586","CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE","Chino","CA","91710","SAN BERNARDINO","0.98361","3 out of 10","0 out of 9","3 out of 10","0.97674","4 out of 10","3 out of 9","4 out of 10","7"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","Fremont","CA","94538","ALAMEDA","0.97059","0 out of 10","2 out of 9","2 out of 10","0.98684","7 out of 10","7 out of 9","7 out of 10","9"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","Jamestown","NY","14701","CHAUTAUQUA","0.95620","0 out of 10","1 out of 9","1 out of 10","0.85897","0 out of 10","0 out of 9","0 out of 10","1"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","Syracuse","NY","13210","ONONDAGA","0.96939","0 out of 10","0 out of 9","0 out of 10","0.92857","0 out of 10","0 out of 9","0 out of 10","0"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","Mount Vernon","NY","10550","WESTCHESTER","0.97436","0 out of 10","0 out of 9","0 out of 10","0.88372","0 out of 10","0 out of 9","0 out of 10","0"
"380002","ASANTE THREE RIVERS MEDICAL CENTER","500 SW RAMSEY AVENUE","Grants Pass","OR","97527","JOSEPHINE","0.98266","2 out of 10","6 out of 9","6 out of 10","0.98230","6 out of 10","6 out of 9","6 out of 10","12"
"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","Ventura","CA","93003","VENTURA","0.92754","0 out of 10","0 out of 9","0 out of 10","0.89024","0 out of 10","0 out of 9","0 out of 10","0"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","Montgomery","AL","36117","MONTGOMERY","0.97581","0 out of 10","0 out of 9","0 out of 10","0.95181","0 out of 10","0 out of 9","0 out of 10","0"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","Oklahoma City","OK","73120","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"270014","ST PATRICK HOSPITAL","500 W BROADWAY","Missoula","MT","59802","MISSOULA","0.95000","0 out of 10","0 out of 9","0 out of 10","0.98182","5 out of 10","0 out of 9","5 out of 10","5"
"420048","KERSHAW HEALTH","HAILE AND ROBERTS STREETS, BOX 7003","Camden","SC","29020","KERSHAW","0.97710","0 out of 10","0 out of 9","0 out of 10","0.92982","0 out of 10","0 out of 9","0 out of 10","0"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","Hartford","WI","53027","WASHINGTON","0.96610","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","Nashua","NH","03060","HILLSBOROUGH","0.99301","7 out of 10","0 out of 9","7 out of 10","0.93671","0 out of 10","0 out of 9","0 out of 10","7"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","Sault Ste Marie","MI","49783","CHIPPEWA","0.97093","0 out of 10","4 out of 9","4 out of 10","0.88182","0 out of 10","0 out of 9","0 out of 10","4"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","Coatesville","PA","19320","CHESTER","0.98253","2 out of 10","5 out of 9","5 out of 10","0.97674","4 out of 10","2 out of 9","4 out of 10","9"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","Jasper","AL","35502","WALKER","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","Olympia","WA","98506","THURSTON","0.99048","6 out of 10","5 out of 9","6 out of 10","0.97189","3 out of 10","4 out of 9","4 out of 10","10"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","Huntsville","AL","35801","MADISON","0.99569","8 out of 10","2 out of 9","8 out of 10","0.95702","0 out of 10","0 out of 9","0 out of 10","8"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","Chicago","IL","60612","COOK","0.93939","0 out of 10","2 out of 9","2 out of 10","0.89109","0 out of 10","6 out of 9","6 out of 10","8"
"190005","CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT","2021 PERDIDO ST","New Orleans","LA","70112","ORLEANS","0.95050","0 out of 10","3 out of 9","3 out of 10","0.94444","0 out of 10","3 out of 9","3 out of 10","6"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","Jeffersonville","IN","47130","CLARK","0.99465","7 out of 10","6 out of 9","7 out of 10","0.94650","0 out of 10","0 out of 9","0 out of 10","7"
"180053","FLEMING COUNTY HOSPITAL","55 FOUNDATION DRIVE","Flemingsburg","KY","41041","FLEMING","0.98214","2 out of 10","8 out of 9","8 out of 10","0.99180","8 out of 10","9 out of 9","9 out of 10","17"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","Metairie","LA","70011","JEFFERSON","0.99338","7 out of 10","0 out of 9","7 out of 10","0.92537","0 out of 10","0 out of 9","0 out of 10","7"
"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","Austell","GA","30106","COBB","0.98901","5 out of 10","6 out of 9","6 out of 10","0.98477","6 out of 10","7 out of 9","7 out of 10","13"
"140032","ST ANTHONYS MEMORIAL HOSPITAL","503 N MAPLE STREET","Effingham","IL","62401","EFFINGHAM","0.99351","7 out of 10","5 out of 9","7 out of 10","0.94048","0 out of 10","0 out of 9","0 out of 10","7"
"050541","KAISER FOUNDATION HOSPITAL - REDWOOD CITY","1100 VETERANS BOULEVARD","Redwood City","CA","94063","SAN MATEO","0.99310","7 out of 10","0 out of 9","7 out of 10","0.96923","3 out of 10","0 out of 9","3 out of 10","10"
"170137","LAWRENCE MEMORIAL HOSPITAL","325 MAINE STREET","Lawrence","KS","66044","DOUGLAS","0.99605","8 out of 10","0 out of 9","8 out of 10","0.99153","8 out of 10","2 out of 9","8 out of 10","16"
"450447","NAVARRO REGIONAL HOSPITAL","3201 WEST HIGHWAY 22","Corsicana","TX","75110","NAVARRO","0.96809","0 out of 10","0 out of 9","0 out of 10","0.90164","0 out of 10","0 out of 9","0 out of 10","0"
"230151","BOTSFORD HOSPITAL","28050 GRAND RIVER AVENUE","Farmington Hills","MI","48336","OAKLAND","0.99443","7 out of 10","7 out of 9","7 out of 10","0.97765","5 out of 10","7 out of 9","7 out of 10","14"
"490021","CENTRA  HEALTH, INC","1920 ATHERHOLT ROAD","Lynchburg","VA","24501","LYNCHBURG CITY","0.98936","5 out of 10","5 out of 9","5 out of 10","0.96923","3 out of 10","6 out of 9","6 out of 10","11"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","Yakima","WA","98902","YAKIMA","0.97710","0 out of 10","1 out of 9","1 out of 10","0.96875","3 out of 10","3 out of 9","3 out of 10","4"
"520097","ST MARYS HOSPITAL MEDICAL CTR","1726 SHAWANO AVE","Green Bay","WI","54303","BROWN","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97260","3 out of 10","0 out of 9","3 out of 10","13"
"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","Blue Island","IL","60406","COOK","0.99561","8 out of 10","5 out of 9","8 out of 10","0.97561","4 out of 10","7 out of 9","7 out of 10","15"
"140015","BLESSING HOSPITAL","BROADWAY AT 11TH STREET","Quincy ","IL","62305","ADAMS","0.99690","8 out of 10","0 out of 9","8 out of 10","0.99338","8 out of 10","7 out of 9","8 out of 10","16"
"190007","NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE","Natchitoches","LA","71457","NATCHITOCHES","0.98795","5 out of 10","7 out of 9","7 out of 10","0.86154","0 out of 10","0 out of 9","0 out of 10","7"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","Jackson","TN","38305","MADISON","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","San Jose","CA","95128","SANTA CLARA","0.97500","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","Monterey","CA","93940","MONTEREY","0.97917","1 out of 10","7 out of 9","7 out of 10","0.97059","3 out of 10","6 out of 9","6 out of 10","13"
"140082","LOUIS A WEISS MEMORIAL HOSPITAL","4646 N MARINE DRIVE","Chicago","IL","60640","COOK","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","La Porte","IN","46350","LA PORTE","0.98710","4 out of 10","9 out of 9","9 out of 10","0.92308","0 out of 10","0 out of 9","0 out of 10","9"
"670004","ST MARKS MEDICAL CENTER","ONE ST MARK'S PLACE","La Grange","TX","78945","FAYETTE","0.98936","5 out of 10","8 out of 9","8 out of 10","0.95161","0 out of 10","5 out of 9","5 out of 10","13"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","Wyomissing","PA","19610","BERKS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"150045","DEKALB HEALTH","1316 E SEVENTH ST","Auburn","IN","46706","DE KALB","0.99048","6 out of 10","5 out of 9","6 out of 10","0.98571","6 out of 10","6 out of 9","6 out of 10","12"
"040071","JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE","Pine Bluff","AR","71603","JEFFERSON","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96226","1 out of 10","0 out of 9","1 out of 10","11"
"180051","JENNIE STUART MEDICAL CENTER","320 WEST 18TH STREET","Hopkinsville","KY","42241","CHRISTIAN","0.97802","1 out of 10","0 out of 9","1 out of 10","0.95930","1 out of 10","0 out of 9","1 out of 10","2"
"450779","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","6100 HARRIS PKWY","Fort Worth","TX","76132","TARRANT","0.99257","6 out of 10","0 out of 9","6 out of 10","0.98400","6 out of 10","5 out of 9","6 out of 10","12"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","Asheboro","NC","27203","RANDOLPH","0.96241","0 out of 10","3 out of 9","3 out of 10","0.97938","5 out of 10","7 out of 9","7 out of 10","10"
"050737","GARFIELD MEDICAL CENTER","525 N GARFIELD AVE","Monterey Park","CA","91754","LOS ANGELES","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"370018","JANE PHILLIPS MEDICAL CENTER","3500 EAST FRANK PHILLIPS BOULEVARD","Bartlesville","OK","74006","WASHINGTON","0.97386","0 out of 10","0 out of 9","0 out of 10","0.97917","5 out of 10","7 out of 9","7 out of 10","7"
"460051","JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH","West Jordan","UT","84088","SALT LAKE","0.99565","8 out of 10","0 out of 9","8 out of 10","0.97619","4 out of 10","0 out of 9","4 out of 10","12"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","Phoenix","AZ","850322196","MARICOPA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98361","6 out of 10","0 out of 9","6 out of 10","16"
"250136","MERIT HEALTH WOMEN'S HOSPITAL","1026 RIVER OAKS DRIVE","Flowood","MS","39232","RANKIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390003","GEISINGER - BLOOMSBURG HOSPITAL","549 EAST FAIR STREET","Bloomsburg","PA","17815","COLUMBIA","0.95556","0 out of 10","1 out of 9","1 out of 10","0.92647","0 out of 10","0 out of 9","0 out of 10","1"
"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","Waynesboro","PA","17268","FRANKLIN","0.99291","7 out of 10","7 out of 9","7 out of 10","0.98810","7 out of 10","6 out of 9","7 out of 10","14"
"110016","WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","Lagrange","GA","30240","TROUP","0.98326","3 out of 10","0 out of 9","3 out of 10","0.94915","0 out of 10","0 out of 9","0 out of 10","3"
"420009","GHS OCONEE MEMORIAL  HOSPITAL","298 MEMORIAL DRIVE","Seneca","SC","29672","OCONEE","0.96703","0 out of 10","0 out of 9","0 out of 10","0.95417","0 out of 10","0 out of 9","0 out of 10","0"
"360048","UNIVERSITY OF TOLEDO MEDICAL CENTER","3000 ARLINGTON AVENUE","Toledo","OH","43699","LUCAS","0.95876","0 out of 10","6 out of 9","6 out of 10","0.85294","0 out of 10","0 out of 9","0 out of 10","6"
"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 WEST CLARKE AVENUE","Milford","DE","19963","SUSSEX","0.99242","6 out of 10","0 out of 9","6 out of 10","0.90323","0 out of 10","0 out of 9","0 out of 10","6"
"250128","TRI LAKES MEDICAL CENTER","303 MEDICAL CENTER DRIVE","Batesville","MS","38606","PANOLA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97561","4 out of 10","8 out of 9","8 out of 10","18"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","Elberton","GA","30635","ELBERT","0.94340","0 out of 10","5 out of 9","5 out of 10","0.89552","0 out of 10","0 out of 9","0 out of 10","5"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","Chicago","IL","60628","COOK","0.96875","0 out of 10","8 out of 9","8 out of 10","0.85366","0 out of 10","4 out of 9","4 out of 10","12"
"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE","Washington","PA","15301","WASHINGTON","0.99717","8 out of 10","4 out of 9","8 out of 10","0.96279","1 out of 10","1 out of 9","1 out of 10","9"
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH (75-2)","Roosevelt","UT","84066","DUCHESNE","1.00000","10 out of 10","0 out of 9","10 out of 10","0.81579","0 out of 10","0 out of 9","0 out of 10","10"
"230100","TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","Tawas City","MI","48764","IOSCO","0.96104","0 out of 10","0 out of 9","0 out of 10","0.97674","4 out of 10","4 out of 9","4 out of 10","4"
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","Big Rapids","MI","49307","MECOSTA","0.98246","2 out of 10","6 out of 9","6 out of 10","0.95833","0 out of 10","0 out of 9","0 out of 10","6"
"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","Duluth","MN","55805","ST. LOUIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","Gallatin","TN","37066","SUMNER","0.99219","6 out of 10","8 out of 9","8 out of 10","0.98707","7 out of 10","6 out of 9","7 out of 10","15"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","Deerfield Beach","FL","33064","BROWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"160101","BROADLAWNS MEDICAL CENTER","1801 HICKMAN ROAD","Des Moines","IA","50314","POLK","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97727","4 out of 10","0 out of 9","4 out of 10","14"
"370004","INTEGRIS BAPTIST REGIONAL HEALTH CENTER","200 SECOND AVENUE SOUTHWEST","Miami","OK","74355","OTTAWA","0.99206","6 out of 10","6 out of 9","6 out of 10","0.94545","0 out of 10","0 out of 9","0 out of 10","6"
"380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE","Corvallis","OR","97339","BENTON","0.95122","0 out of 10","0 out of 9","0 out of 10","0.93103","0 out of 10","0 out of 9","0 out of 10","0"
"520091","HOWARD YOUNG MEDICAL CTR","240 MAPLE ST","Woodruff","WI","54568","ONEIDA","0.96000","0 out of 10","0 out of 9","0 out of 10","0.94805","0 out of 10","2 out of 9","2 out of 10","2"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","Owatonna","MN","55060","STEELE","0.97436","0 out of 10","7 out of 9","7 out of 10","0.98077","5 out of 10","0 out of 9","5 out of 10","12"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","Des Moines","IA","50316","POLK","0.99194","6 out of 10","7 out of 9","7 out of 10","0.94318","0 out of 10","0 out of 9","0 out of 10","7"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","Galveston","TX","77555","GALVESTON","0.97531","0 out of 10","0 out of 9","0 out of 10","0.92500","0 out of 10","0 out of 9","0 out of 10","0"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","Rutherfordton","NC","28139","RUTHERFORD","0.95868","0 out of 10","0 out of 9","0 out of 10","0.93893","0 out of 10","0 out of 9","0 out of 10","0"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","Idabel","OK","74745","MCCURTAIN","0.98630","4 out of 10","4 out of 9","4 out of 10","0.92063","0 out of 10","0 out of 9","0 out of 10","4"
"050503","SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","354 SANTA FE DRIVE","Encinitas","CA","92024","SAN DIEGO","0.98851","5 out of 10","0 out of 9","5 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","15"
"050492","CLOVIS COMMUNITY MEDICAL CENTER","2755 HERNDON AVE","Clovis","CA","93611","FRESNO","0.96471","0 out of 10","0 out of 9","0 out of 10","0.97701","4 out of 10","1 out of 9","4 out of 10","4"
"050225","FEATHER RIVER HOSPITAL","5974 PENTZ ROAD","Paradise","CA","95969","BUTTE","0.98561","4 out of 10","0 out of 9","4 out of 10","0.94512","0 out of 10","0 out of 9","0 out of 10","4"
"420101","COASTAL CAROLINA HOSPITAL","1000 MEDICAL CENTER DRIVE","Hardeeville","SC","29927","JASPER","0.97826","1 out of 10","3 out of 9","3 out of 10","0.97222","3 out of 10","0 out of 9","3 out of 10","6"
"190025","SAVOY MEDICAL CENTER","801 POINCIANA AVENUE","Mamou","LA","70554","EVANGELINE","0.95370","0 out of 10","0 out of 9","0 out of 10","0.87500","0 out of 10","0 out of 9","0 out of 10","0"
"110183","EMORY-ADVENTIST HOSPITAL","3949 SOUTH COBB DRIVE","Smyrna","GA","30080","COBB","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","1317 LAKE POINTE PARKWAY","Sugar Land","TX","77478","FORT BEND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97403","4 out of 10","6 out of 9","6 out of 10","16"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","Tacoma","WA","98405","PIERCE","0.97647","0 out of 10","0 out of 9","0 out of 10","0.94286","0 out of 10","0 out of 9","0 out of 10","0"
"420037","GHS-HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","Simpsonville","SC","29681","GREENVILLE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97778","5 out of 10","0 out of 9","5 out of 10","15"
"450654","STARR COUNTY MEMORIAL HOSPITAL","128  N FM RD 3167","Rio Grande City","TX","78582","STARR","0.89313","0 out of 10","0 out of 9","0 out of 10","0.85870","0 out of 10","3 out of 9","3 out of 10","3"
"450605","CARE REGIONAL MEDICAL CENTER","1711 W WHEELER AVENUE","Aransas Pass","TX","78336","SAN PATRICIO","0.80328","0 out of 10","0 out of 9","0 out of 10","0.75000","0 out of 10","0 out of 9","0 out of 10","0"
