Hospital_Name,Provider ID,State,Fiscal Year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Footnotes
"PRESBYTERIAN INTERCOMMUNITY HOSPITAL","050169","CA","2015","9.0000","9","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","6.7250",""
"RUTHERFORD REGIONAL MEDICAL CENTER","340013","NC","2015","6.0000","6","07/01/2011","06/30/2013","10.0000","N/A","10","01/01/2012","12/31/2013","8.6000",""
"WATAUGA MEDICAL CENTER","340051","NC","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","5","3","01/01/2012","12/31/2013","4.3500",""
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","050224","CA","2015","7.0000","7","07/01/2011","06/30/2013","5.0000","4","6","01/01/2012","12/31/2013","5.7000",""
"DESERT REGIONAL MEDICAL CENTER","050243","CA","2015","4.0000","4","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","3.3500",""
"REDLANDS COMMUNITY HOSPITAL","050272","CA","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","2","5","01/01/2012","12/31/2013","3.3250",""
"BEVERLY HOSPITAL","050350","CA","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","6.0250",""
"KAISER FOUNDATION HOSPITAL - SOUTH BAY","050411","CA","2015","6.0000","6","07/01/2011","06/30/2013","4.5000","6","3","01/01/2012","12/31/2013","5.0250",""
"HUNTINGTON MEMORIAL HOSPITAL","050438","CA","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","6.1000",""
"HUTCHINSON HEALTH","240187","MN","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","050503","CA","2015","8.0000","8","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","8.0000",""
"MEMORIAL HOSPITAL LOS BANOS","050528","CA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"MCLAREN BAY REGION","230041","MI","2015","1.0000","1","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","6.5250",""
"HARPER UNIVERSITY HOSPITAL","230104","MI","2015","9.0000","9","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","7.7000",""
"SONOMA DEVELOPMENTAL CENTER","050547","CA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"MISSION COMMUNITY HOSPITAL","050704","CA","2015","5.0000","5","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","8.2500",""
"STANISLAUS SURGICAL HOSPITAL","050726","CA","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"HIGHLANDS HOSPITAL","390184","PA","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL","030123","AZ","2015","3.0000","3","07/01/2011","06/30/2013","8.0000","9","7","01/01/2012","12/31/2013","6.2500",""
"LEHIGH VALLEY HOSPITAL","390133","PA","2015","8.0000","8","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","8.0000",""
"WARREN GENERAL HOSPITAL","390146","PA","2015","5.0000","5","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.4000",""
"UPMC HORIZON","390178","PA","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","4","4","01/01/2012","12/31/2013","6.1000",""
"SACRED HEART HOSPITAL","390197","PA","2015","8.0000","8","07/01/2011","06/30/2013","2.5000","1","4","01/01/2012","12/31/2013","4.4250",""
"ST LUKE'S MINERS MEMORIAL HOSPITAL","390183","PA","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"ST LUKE'S HOSPITAL BETHLEHEM","390049","PA","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","7.0750",""
"COX MEDICAL CENTER BRANSON","260094","MO","2015","4.0000","4","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","6.2750",""
"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","150167","IN","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"ST ANTHONY'S MEDICAL CENTER","260077","MO","2015","9.0000","9","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","5.4250",""
"SPECIALISTS HOSPITAL SHREVEPORT","190278","LA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"DOCTORS HOSPITAL AT DEER CREEK LLC","190297","LA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"JORDAN VALLEY MEDICAL CENTER","460051","UT","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","4.9250",""
"BEAUMONT HOSPITAL, GROSSE POINTE","230089","MI","2015","8.0000","8","07/01/2011","06/30/2013","6.5000","9","4","01/01/2012","12/31/2013","7.0250",""
"COMMUNITY HOSPITAL INC","010034","AL","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"JEFFERSON REGIONAL MEDICAL CENTER","040071","AR","2015","2.0000","2","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","2.9750",""
"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","050102","CA","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","4.9250",""
"MADERA COMMUNITY HOSPITAL","050568","CA","2015","6.0000","6","07/01/2011","06/30/2013","5.5000","1","10","01/01/2012","12/31/2013","5.6750",""
"ST LUCIE MEDICAL CENTER","100260","FL","2015","5.0000","5","07/01/2011","06/30/2013","2.5000","3","2","01/01/2012","12/31/2013","3.3750",""
"LEGACY MERIDIAN PARK MEDICAL CENTER","380089","OR","2015","1.0000","1","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","5.5500",""
"BAY AREA HOSPITAL","380090","OR","2015","10.0000","10","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","4.1500",""
"KAISER SUNNYSIDE MEDICAL CENTER","380091","OR","2015","2.0000","2","07/01/2011","06/30/2013","4.5000","1","8","01/01/2012","12/31/2013","3.6250",""
"UPMC MCKEESPORT","390002","PA","2015","3.0000","3","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","5.9250",""
"GEISINGER - BLOOMSBURG HOSPITAL","390003","PA","2015","4.0000","4","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","5.3000",""
"GEISINGER MEDICAL CENTER","390006","PA","2015","10.0000","10","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","9.0250",""
"ELLWOOD CITY HOSPITAL","390008","PA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"SAINT VINCENT HOSPITAL","390009","PA","2015","10.0000","10","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","9.6750",""
"LANSDALE HOSPITAL","390012","PA","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","9","1","01/01/2012","12/31/2013","3.9500",""
"EVANGELICAL COMMUNITY HOSPITAL","390013","PA","2015","2.0000","2","07/01/2011","06/30/2013","4.5000","1","8","01/01/2012","12/31/2013","3.6250",""
"JAMESON MEMORIAL HOSPITAL","390016","PA","2015","1.0000","1","07/01/2011","06/30/2013","3.0000","4","2","01/01/2012","12/31/2013","2.3000",""
"KENSINGTON HOSPITAL","390025","PA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"CHESTNUT HILL HOSPITAL","390026","PA","2015","6.0000","6","07/01/2011","06/30/2013","4.0000","6","2","01/01/2012","12/31/2013","4.7000",""
"SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","390030","PA","2015","3.0000","3","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","2.3500",""
"SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","390031","PA","2015","2.0000","2","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","6.2250",""
"ALLEGHENY VALLEY HOSPITAL","390032","PA","2015","7.0000","7","07/01/2011","06/30/2013","6.5000","10","3","01/01/2012","12/31/2013","6.6750",""
"ST LUKE'S QUAKERTOWN HOSPITAL","390035","PA","2015","10.0000","10","07/01/2011","06/30/2013","8.0000","N/A","8","01/01/2012","12/31/2013","8.7000",""
"HERITAGE VALLEY BEAVER","390036","PA","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","7.7250",""
"HERITAGE VALLEY SEWICKLEY","390037","PA","2015","4.0000","4","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","5.6250",""
"UNIONTOWN HOSPITAL","390041","PA","2015","1.0000","1","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","3.9250",""
"WASHINGTON HOSPITAL, THE","390042","PA","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","3.9500",""
"SOLDIERS AND SAILORS MEMORIAL HOSPITAL","390043","PA","2015","3.0000","3","07/01/2011","06/30/2013","10.0000","N/A","10","01/01/2012","12/31/2013","7.5500",""
"READING HOSPITAL","390044","PA","2015","8.0000","8","07/01/2011","06/30/2013","5.5000","4","7","01/01/2012","12/31/2013","6.3750",""
"YORK HOSPITAL","390046","PA","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","4.6000",""
"LEWISTOWN HOSPITAL","390048","PA","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","10","3","01/01/2012","12/31/2013","7.7250",""
"ALLEGHENY GENERAL HOSPITAL","390050","PA","2015","9.0000","9","07/01/2011","06/30/2013","5.0000","6","4","01/01/2012","12/31/2013","6.4000",""
"CLEARFIELD HOSPITAL","390052","PA","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"GRAND VIEW HOSPITAL","390057","PA","2015","10.0000","10","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","9.6750",""
"CARLISLE REGIONAL MEDICAL CENTER","390058","PA","2015","6.0000","6","07/01/2011","06/30/2013","1.5000","1","2","01/01/2012","12/31/2013","3.0750",""
"NASON HOSPITAL","390062","PA","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"GETTYSBURG HOSPITAL","390065","PA","2015","9.0000","9","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","5.7500",""
"GOOD SAMARITAN HOSPITAL","390066","PA","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.7500",""
"LOWER BUCKS HOSPITAL","390070","PA","2015","8.0000","8","07/01/2011","06/30/2013","8.5000","10","7","01/01/2012","12/31/2013","8.3250",""
"LOCK HAVEN HOSPITAL","390071","PA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"BERWICK HOSPITAL CENTER","390072","PA","2015","1.0000","1","07/01/2011","06/30/2013","3.0000","N/A","3","01/01/2012","12/31/2013","2.3000",""
"UPMC ALTOONA","390073","PA","2015","1.0000","1","07/01/2011","06/30/2013","6.5000","7","6","01/01/2012","12/31/2013","4.5750",""
"BRANDYWINE HOSPITAL","390076","PA","2015","6.0000","6","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","8.6000",""
"ROBERT PACKER HOSPITAL","390079","PA","2015","1.0000","1","07/01/2011","06/30/2013","4.0000","4","4","01/01/2012","12/31/2013","2.9500",""
"DELAWARE COUNTY MEMORIAL HOSPITAL","390081","PA","2015","3.0000","3","07/01/2011","06/30/2013","2.5000","3","2","01/01/2012","12/31/2013","2.6750",""
"WESTERN PENNSYLVANIA HOSPITAL","390090","PA","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","6.0250",""
"UPMC NORTHWEST","390091","PA","2015","7.0000","7","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","5.7000",""
"CLARION HOSPITAL","390093","PA","2015","7.0000","7","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","7.0000",""
"ST JOSEPH MEDICAL CENTER","390096","PA","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","7.4000",""
"HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","390097","PA","2015","4.0000","4","07/01/2011","06/30/2013","4.5000","7","2","01/01/2012","12/31/2013","4.3250",""
"LANCASTER GENERAL HOSPITAL","390100","PA","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.0500",""
"UPMC PASSAVANT","390107","PA","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","7.0500",""
"MEMORIAL MEDICAL CENTER","390110","PA","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","7","6","01/01/2012","12/31/2013","7.7250",""
"WINDBER HOSPITAL","390112","PA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"MEADVILLE MEDICAL CENTER","390113","PA","2015","4.0000","4","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","6.6000",""
"MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","390114","PA","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","8.0500",""
"ARIA HEALTH","390115","PA","2015","8.0000","8","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","8.0000",""
"UPMC BEDFORD MEMORIAL","390117","PA","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"BRADFORD REGIONAL MEDICAL CENTER","390118","PA","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"MOSES TAYLOR HOSPITAL","390119","PA","2015","8.0000","8","07/01/2011","06/30/2013","4.0000","7","1","01/01/2012","12/31/2013","5.4000",""
"POTTSTOWN MEMORIAL MEDICAL CENTER","390123","PA","2015","5.0000","5","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","7.2750",""
"WAYNE MEMORIAL HOSPITAL","390125","PA","2015","4.0000","4","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","4.0000",""
"PHOENIXVILLE HOSPITAL","390127","PA","2015","5.0000","5","07/01/2011","06/30/2013","8.0000","9","7","01/01/2012","12/31/2013","6.9500",""
"MINERS MEDICAL CENTER","390130","PA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"ST JOSEPH'S HOSPITAL","390132","PA","2015","7.0000","7","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","8.9500",""
"WAYNESBORO HOSPITAL","390138","PA","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","7.0500",""
"MAIN LINE HOSPITAL BRYN MAWR CAMPUS","390139","PA","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","7.0500",""
"ALBERT EINSTEIN MEDICAL CENTER","390142","PA","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","7.4000",""
"EXCELA HEALTH WESTMORELAND HOSPITAL","390145","PA","2015","5.0000","5","07/01/2011","06/30/2013","6.5000","8","5","01/01/2012","12/31/2013","5.9750",""
"MAIN LINE HOSPITAL PAOLI","390153","PA","2015","9.0000","9","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","8.6750",""
"PENN HIGHLANDS ELK","390154","PA","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.3500",""
"MERCY FITZGERALD HOSPITAL","390156","PA","2015","6.0000","6","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","5.0250",""
"ACMH HOSPITAL","390163","PA","2015","8.0000","8","07/01/2011","06/30/2013","7.0000","9","5","01/01/2012","12/31/2013","7.3500",""
"MERCY HOSPITAL","240115","MN","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","4.9000",""
"LUTHERAN HOSPITAL OF INDIANA","150017","IN","2015","5.0000","5","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","6.9500",""
"DAVIESS COMMUNITY HOSPITAL","150061","IN","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"GEARY COMMUNITY HOSPITAL","170074","KS","2015","2.0000","2","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","6.5500",""
"SAINT LUKE'S CUSHING HOSPITAL","170133","KS","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","2015","8.0000","8","07/01/2011","06/30/2013","6.5000","3","10","01/01/2012","12/31/2013","7.0250",""
"SACRED HEART UNIVERSITY DISTRICT","380033","OR","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"PROVIDENCE NEWBERG MEDICAL CENTER","380037","OR","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.4500",""
"PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","380038","OR","2015","5.0000","5","07/01/2011","06/30/2013","5.0000","9","1","01/01/2012","12/31/2013","5.0000",""
"ST CHARLES MEDICAL CENTER - REDMOND","380040","OR","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"ST CHARLES MEDICAL CENTER - BEND","380047","OR","2015","2.0000","2","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","5.2500",""
"SKY LAKES MEDICAL CENTER","380050","OR","2015","10.0000","10","07/01/2011","06/30/2013","4.5000","8","1","01/01/2012","12/31/2013","6.4250",""
"SALEM HOSPITAL","380051","OR","2015","5.0000","5","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","5.9750",""
"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC","380052","OR","2015","5.0000","5","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","5.0000",""
"SANTIAM MEMORIAL HOSPITAL","380056","OR","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"ADVENTIST MEDICAL CENTER","380060","OR","2015","8.0000","8","07/01/2011","06/30/2013","2.5000","3","2","01/01/2012","12/31/2013","4.4250",""
"PROVIDENCE PORTLAND MEDICAL CENTER","380061","OR","2015","8.0000","8","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","5.4000",""
"PROVIDENCE MEDFORD MEDICAL CENTER","380075","OR","2015","9.0000","9","07/01/2011","06/30/2013","7.0000","5","9","01/01/2012","12/31/2013","7.7000",""
"PROVIDENCE MILWAUKIE HOSPITAL","380082","OR","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP","370212","OK","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"LEWIS AND CLARK SPECIALTY HOSPITAL","430096","SD","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","030014","AZ","2015","1.0000","1","07/01/2011","06/30/2013","8.0000","9","7","01/01/2012","12/31/2013","5.5500",""
"MERCY MEDICAL CENTER-SIOUX CITY","160153","IA","2015","9.0000","9","07/01/2011","06/30/2013","2.5000","2","3","01/01/2012","12/31/2013","4.7750",""
"MISSOURI DELTA MEDICAL CENTER","260113","MO","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.0500",""
"SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","230035","MI","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.8000",""
"MISSISSIPPI METHODIST REHAB CTR","250152","MS","2015","N/A","N/A","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","N/A",""
"MONROE SURGICAL HOSPITAL","190245","LA","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"BAYLOR HEART AND VASCULAR HOSPITAL","450851","TX","2015","3.0000","3","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","3.6500",""
"FRANCISCAN ST MARGARET HEALTH - DYER","150090","IN","2015","6.0000","6","07/01/2011","06/30/2013","7.5000","9","6","01/01/2012","12/31/2013","6.9750",""
"COMMUNITY WESTVIEW HOSPITAL","150129","IN","2015","10.0000","10","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","4.1500",""
"MAUI MEMORIAL MEDICAL CENTER","120002","HI","2015","9.0000","9","07/01/2011","06/30/2013","5.0000","2","8","01/01/2012","12/31/2013","6.4000",""
"MOUNTAIN VISTA MEDICAL CENTER, LP","030121","AZ","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.7500",""
"FIRST SURGICAL HOSPITAL","670029","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"ST LUKE'S PATIENTS MEDICAL CENTER","670031","TX","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.3500",""
"ELKHART GENERAL HOSPITAL","150018","IN","2015","7.0000","7","07/01/2011","06/30/2013","3.0000","2","4","01/01/2012","12/31/2013","4.4000",""
"INDIANA UNIVERSITY HEALTH","150056","IN","2015","9.0000","9","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","8.6750",""
"MEMORIAL HOSPITAL","150072","IN","2015","5.0000","5","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.4000",""
