Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score,AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"170196","KANSAS SPINE & SPECIALTY HOSPITAL, LLC","3333 NORTH WEBB ROAD","Wichita","KS","67226","SEDGWICK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670031","ST LUKE'S PATIENTS MEDICAL CENTER","4600 EAST SAM HOUSTON PARKWAY SOUTH","Pasadena","TX","77505","HARRIS","Not Available","Not Available","Not Available","Not Available","0.76923","0 out of 10","Not Available","0 out of 10","0"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","Valdosta","GA","31603","LOWNDES","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","Harris","NY","12742","SULLIVAN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450833","ENNIS REGIONAL MEDICAL CENTER","2201 WEST LAMPASAS STREET","Ennis","TX","75119","ELLIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","Albuquerque","NM","87109","BERNALILLO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","Farmington","NM","87401","SAN JUAN","Not Available","Not Available","Not Available","Not Available","0.94444","0 out of 10","1 out of 9","1 out of 10","1"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","Las Vegas","NM","87701","SAN MIGUEL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","Seneca","PA","16346","VENANGO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","Oroville","CA","95966","BUTTE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450196","PARIS REGIONAL MEDICAL CENTER","820 CLARKSVILLE ST","Paris","TX","75460","LAMAR","Not Available","Not Available","Not Available","Not Available","0.84615","0 out of 10","1 out of 9","1 out of 10","1"
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","Claremore","OK","74017","ROGERS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490130","RIVERSIDE WALTER REED HOSPITAL","7519 HOSPITAL ROAD","Gloucester","VA","23061","GLOUCESTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","Ware","MA","01082","HAMPSHIRE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","Charlotte","NC","28256","MECKLENBURG","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","Cartersville","GA","30120","BARTOW","Not Available","Not Available","Not Available","Not Available","0.93548","0 out of 10","0 out of 9","0 out of 10","0"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","Newburgh","NY","12550","ORANGE","Not Available","Not Available","Not Available","Not Available","0.96000","2 out of 10","4 out of 9","4 out of 10","4"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","Not Available","Not Available","Not Available","Not Available","0.98438","6 out of 10","0 out of 9","6 out of 10","6"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","Orange","TX","77630","ORANGE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE","Dallas","TX","75231","DALLAS","Not Available","Not Available","Not Available","Not Available","0.93478","0 out of 10","0 out of 9","0 out of 10","0"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","Whittier","CA","90602","LOS ANGELES","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"520202","ST CLARES HOSPITAL OF WESTON","3400 MINISTRY PARKWAY","Weston","WI","54476","MARATHON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","Loxahatchee","FL","33470","PALM BEACH","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"370026","ST MARY'S REGIONAL MEDICAL CENTER","305 SOUTH 5TH STREET","Enid","OK","73701","GARFIELD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100275","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BLVD","Wellington","FL","33414","PALM BEACH","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450144","PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO","720 HOSPITAL DRIVE","Andrews","TX","79714","ANDREWS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","Phoenix","AZ","850202871","MARICOPA","Not Available","Not Available","Not Available","Not Available","0.96552","3 out of 10","6 out of 9","6 out of 10","6"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD","Lawton","OK","73505","COMANCHE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180021","PINEVILLE COMMUNITY HOSPITAL","850 RIVERVIEW AVENUE","Pineville","KY","40977","BELL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450403","MEDICAL CENTER OF MCKINNEY","4500 MEDICAL CENTER DRIVE","Mckinney","TX","75069","COLLIN","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","Orange Park","FL","32073","CLAY","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","Bethlehem","PA","18017","LEHIGH","Not Available","Not Available","Not Available","Not Available","0.96774","3 out of 10","2 out of 9","3 out of 10","3"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","Plainview","TX","79072","HALE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","Muscle Shoals","AL","35661","COLBERT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370014","MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA","1800 UNIVERSITY BOULEVARD","Durant","OK","74702","BRYAN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040088","MEDICAL CENTER SOUTH ARKANSAS","700 WEST GROVE STREET","El Dorado","AR","71731-1998","UNION","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","Joliet","IL","60435","WILL","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450875","QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK","Amarillo","TX","79124","POTTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"200033","EASTERN MAINE MEDICAL CENTER","PO BOX 404","Bangor","ME","04401","PENOBSCOT","Not Available","Not Available","Not Available","Not Available","0.96296","2 out of 10","3 out of 9","3 out of 10","3"
"140013","PROCTOR HOSPITAL","5409 N KNOXVILLE AVE","Peoria","IL","61614","PEORIA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"100049","HIGHLANDS REGIONAL MEDICAL CENTER","3600 S HIGHLANDS AVE","Sebring","FL","33870","HIGHLANDS","Not Available","Not Available","Not Available","Not Available","0.91667","0 out of 10","Not Available","0 out of 10","0"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","Sylacauga","AL","35150","TALLADEGA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","Vallejo","CA","94589","SOLANO","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"050084","ST JOSEPHS MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST","Stockton","CA","95204","SAN JOAQUIN","Not Available","Not Available","Not Available","Not Available","0.97826","5 out of 10","0 out of 9","5 out of 10","5"
"090006","PROVIDENCE HOSPITAL","1150 VARNUM ST NE","Washington","DC","20017","DISTRICT OF COLUMBIA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450730","BAYLOR MEDICAL CENTER AT CARROLLTON","4343 NORTH JOSEY LANE","Carrollton","TX","75010","DENTON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","Wichita Falls","TX","76301","WICHITA","Not Available","Not Available","Not Available","Not Available","0.89474","0 out of 10","0 out of 9","0 out of 10","0"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","Smithville","TN","37166","DE KALB","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","Ithaca","NY","14850","TOMPKINS","Not Available","Not Available","Not Available","Not Available","0.95455","1 out of 10","6 out of 9","6 out of 10","6"
"370215","OKLAHOMA HEART HOSPITAL","4050 WEST MEMORIAL ROAD","Oklahoma City","OK","73120","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E BERT KOUNS INDUSTRIAL DRIVE","Shreveport","LA","71105","CADDO","Not Available","Not Available","Not Available","Not Available","0.50000","0 out of 10","Not Available","0 out of 10","0"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","Livingston","TN","38570","OVERTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","Coaldale","PA","18218","SCHUYLKILL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490060","CLINCH VALLEY MEDICAL CENTER","2949 WEST FRONT STREET","Richlands","VA","24641","TAZEWELL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390185","LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET","Hazleton","PA","18201","LUZERNE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360009","LIMA MEMORIAL HEALTH SYSTEM","1001 BELLEFONTAINE AVENUE","Lima","OH","45804","ALLEN","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","Syracuse","NY","13210","ONONDAGA","Not Available","Not Available","Not Available","Not Available","0.73684","0 out of 10","0 out of 9","0 out of 10","0"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","Fontana","CA","92335","SAN BERNARDINO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110153","PERRY HOSPITAL","1120 MORNINGSIDE DR","Perry","GA","31069","HOUSTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","Santa Fe","NM","87505","SANTA FE","Not Available","Not Available","Not Available","Not Available","0.82143","0 out of 10","3 out of 9","3 out of 10","3"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","Alexander City","AL","35010","TALLAPOOSA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","Show Low","AZ","859017800","NAVAJO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","Wetumpka","AL","36092","ELMORE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE","Windber","PA","15963","SOMERSET","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","Stillwater","MN","55082","WASHINGTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140130","NORTHWESTERN LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","Lake Forest","IL","60045","LAKE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","New Albany","IN","47150","FLOYD","Not Available","Not Available","Not Available","Not Available","0.80392","0 out of 10","0 out of 9","0 out of 10","0"
