Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","310 WOODSTOWN ROAD","Salem","NJ","08079","SALEM","0.856993","Not Available","Not Available","Not Available","0.889617","4 out of 10","4 out of 9","4 out of 10","0.790418","0 out of 10","0 out of 9","0 out of 10","0.493943","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","Trenton","NJ","08638","MERCER","0.862442","Not Available","Not Available","Not Available","0.878249","0 out of 10","0 out of 9","0 out of 10","0.887369","2 out of 10","0 out of 9","2 out of 10","0.694946","0 out of 10","0 out of 9","0 out of 10","0.669","0 out of 10","0 out of 9","0 out of 10"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","111 CENTRAL AVENUE","Newark","NJ","07102","ESSEX","0.860670","8 out of 10","9 out of 9","9 out of 10","0.874357","0 out of 10","0 out of 9","0 out of 10","0.882710","1 out of 10","2 out of 9","2 out of 10","0.448771","10 out of 10","9 out of 9","10 out of 10","0.482","0 out of 10","5 out of 9","5 out of 10"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","Edison","NJ","08818","MIDDLESEX","0.853006","4 out of 10","4 out of 9","4 out of 10","0.844719","0 out of 10","0 out of 9","0 out of 10","0.874406","0 out of 10","4 out of 9","4 out of 10","0.687159","0 out of 10","6 out of 9","6 out of 10","0.467","0 out of 10","2 out of 9","2 out of 10"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","Hamilton","NJ","08690","MERCER","0.835708","0 out of 10","0 out of 9","0 out of 10","0.894589","7 out of 10","0 out of 9","7 out of 10","0.891362","4 out of 10","3 out of 9","4 out of 10","0.621640","0 out of 10","0 out of 9","0 out of 10","0.730","0 out of 10","3 out of 9","3 out of 10"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","Freehold","NJ","07728","MONMOUTH","0.859849","8 out of 10","7 out of 9","8 out of 10","0.889920","5 out of 10","0 out of 9","5 out of 10","0.893771","5 out of 10","7 out of 9","7 out of 10","0.583672","2 out of 10","3 out of 9","3 out of 10","0.373","2 out of 10","8 out of 9","8 out of 10"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","Holmdel","NJ","07733","MONMOUTH","0.870439","10 out of 10","9 out of 9","10 out of 10","0.888805","4 out of 10","5 out of 9","5 out of 10","0.882376","0 out of 10","0 out of 9","0 out of 10","0.444067","10 out of 10","9 out of 9","10 out of 10","0.313","3 out of 10","8 out of 9","8 out of 10"
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","Manahawkin","NJ","08052","OCEAN","0.831987","0 out of 10","0 out of 9","0 out of 10","0.872901","0 out of 10","0 out of 9","0 out of 10","0.887784","3 out of 10","0 out of 9","3 out of 10","0.695882","0 out of 10","0 out of 9","0 out of 10","2.084","0 out of 10","0 out of 9","0 out of 10"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","Hackettstown","NJ","07840","WARREN","0.856581","6 out of 10","Not Available","6 out of 10","0.888249","4 out of 10","3 out of 9","4 out of 10","0.897330","7 out of 10","3 out of 9","7 out of 10","0.470047","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","Secaucus","NJ","07094","HUDSON","0.855985","Not Available","Not Available","Not Available","0.881913","Not Available","Not Available","Not Available","0.885626","2 out of 10","2 out of 9","2 out of 10","0.516010","6 out of 10","6 out of 9","6 out of 10","2.717","0 out of 10","0 out of 9","0 out of 10"
"310130","HACKENSACK UMC AT PASCACK VALLEY","250 OLD HOOK ROAD","Westwood","NJ","07675","Bergen","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"320001","UNM HOSPITAL","2211 LOMAS BOULEVARD NE","Albuquerque","NM","87106","BERNALILLO","0.849047","1 out of 10","1 out of 9","1 out of 10","0.892873","6 out of 10","3 out of 9","6 out of 10","0.897396","Not Available","Not Available","Not Available","0.518917","6 out of 10","5 out of 9","6 out of 10","0.379","2 out of 10","0 out of 9","2 out of 10"
"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","Santa Fe","NM","87505","SANTA FE","0.849792","2 out of 10","0 out of 9","2 out of 10","0.872205","0 out of 10","1 out of 9","1 out of 10","0.880596","0 out of 10","3 out of 9","3 out of 10","0.391308","10 out of 10","9 out of 9","10 out of 10","1.042","0 out of 10","0 out of 9","0 out of 10"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","Las Vegas","NM","87701","SAN MIGUEL","0.855395","Not Available","Not Available","Not Available","0.879046","0 out of 10","Not Available","0 out of 10","0.886691","2 out of 10","0 out of 9","2 out of 10","0.486427","8 out of 10","6 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","2669 NORTH SCENIC DRIVE","Alamogordo","NM","88310","OTERO","0.849573","Not Available","Not Available","Not Available","0.877902","Not Available","Not Available","Not Available","0.874862","0 out of 10","1 out of 9","1 out of 10","0.382288","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","Farmington","NM","87401","SAN JUAN","0.849267","2 out of 10","1 out of 9","2 out of 10","0.884544","2 out of 10","6 out of 9","6 out of 10","0.888516","3 out of 10","5 out of 9","5 out of 10","0.611269","1 out of 10","4 out of 9","4 out of 10","0.978","0 out of 10","0 out of 9","0 out of 10"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","Roswell","NM","88201","CHAVES","0.857530","7 out of 10","8 out of 9","8 out of 10","0.878046","0 out of 10","2 out of 9","2 out of 10","0.860864","0 out of 10","0 out of 9","0 out of 10","0.570303","3 out of 10","3 out of 9","3 out of 10","0.875","0 out of 10","6 out of 9","6 out of 10"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","Albuquerque","NM","87102","BERNALILLO","0.878421","10 out of 10","9 out of 9","10 out of 10","0.881554","1 out of 10","0 out of 9","1 out of 10","0.894151","5 out of 10","5 out of 9","5 out of 10","0.594909","2 out of 10","0 out of 9","2 out of 10","0.413","1 out of 10","0 out of 9","1 out of 10"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","Espanola","NM","87532","RIO ARRIBA","Not Available","Not Available","Not Available","Not Available","0.883256","Not Available","Not Available","Not Available","0.891366","Not Available","Not Available","Not Available","0.458319","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","Taos","NM","87571","TAOS","0.852697","Not Available","Not Available","Not Available","0.883743","2 out of 10","Not Available","2 out of 10","0.881530","0 out of 10","0 out of 9","0 out of 10","0.463120","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","Silver City","NM","88061","GRANT","0.855651","Not Available","Not Available","Not Available","0.874101","0 out of 10","0 out of 9","0 out of 10","0.863855","0 out of 10","0 out of 9","0 out of 10","0.826145","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","Albuquerque","NM","87109","BERNALILLO","0.852820","Not Available","Not Available","Not Available","0.884414","Not Available","Not Available","Not Available","0.887243","Not Available","Not Available","Not Available","0.445144","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","Las Cruces","NM","88011","DONA ANA","0.860540","8 out of 10","8 out of 9","8 out of 10","0.852621","0 out of 10","0 out of 9","0 out of 10","0.881313","0 out of 10","0 out of 9","0 out of 10","0.544287","4 out of 10","6 out of 9","6 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","Albuquerque","NM","87106","BERNALILLO","0.861175","9 out of 10","9 out of 9","9 out of 10","0.885574","2 out of 10","0 out of 9","2 out of 10","0.887569","3 out of 10","5 out of 9","5 out of 10","0.496996","7 out of 10","8 out of 9","8 out of 10","0.617","0 out of 10","2 out of 9","2 out of 10"
"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD","Clovis","NM","88101","CURRY","0.854631","Not Available","Not Available","Not Available","0.887240","3 out of 10","6 out of 9","6 out of 10","0.875478","0 out of 10","0 out of 9","0 out of 10","0.483574","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"320030","ARTESIA GENERAL HOSPITAL","702 N 13TH STREET","Artesia","NM","88210","EDDY","0.853515","Not Available","Not Available","Not Available","0.859163","Not Available","Not Available","Not Available","0.874681","0 out of 10","0 out of 9","0 out of 10","0.515982","6 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","Los Alamos","NM","87544","LOS ALAMOS","0.856764","Not Available","Not Available","Not Available","0.872034","Not Available","Not Available","Not Available","0.882033","Not Available","Not Available","Not Available","0.469830","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","Gallup","NM","87301","MCKINLEY","0.855714","Not Available","Not Available","Not Available","0.890771","5 out of 10","Not Available","5 out of 10","0.902536","9 out of 10","9 out of 9","9 out of 10","0.442438","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","Shiprock","NM","87420","SAN JUAN","0.851947","Not Available","Not Available","Not Available","0.879411","Not Available","Not Available","Not Available","0.876568","0 out of 10","0 out of 9","0 out of 10","0.481741","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","Gallup","NM","87301","MCKINLEY","0.856470","Not Available","Not Available","Not Available","0.880439","Not Available","Not Available","Not Available","0.888250","3 out of 10","3 out of 9","3 out of 10","0.455672","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET","Carlsbad","NM","88220","EDDY","0.859448","Not Available","Not Available","Not Available","0.880106","0 out of 10","2 out of 9","2 out of 10","0.883469","1 out of 10","2 out of 9","2 out of 10","0.531699","5 out of 10","2 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","Hobbs","NM","88240","LEA","0.855954","Not Available","Not Available","Not Available","0.882633","Not Available","Not Available","Not Available","0.821814","0 out of 10","0 out of 9","0 out of 10","0.449886","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","Albuquerque","NM","87114","BERNALILLO","Not Available","Not Available","Not Available","Not Available","0.884474","Not Available","Not Available","Not Available","0.868699","Not Available","Not Available","Not Available","0.518490","6 out of 10","3 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","Las Cruces","NM","88011","DONA ANA","0.867608","10 out of 10","9 out of 9","10 out of 10","0.851282","0 out of 10","0 out of 9","0 out of 10","0.866549","0 out of 10","1 out of 9","1 out of 10","0.367411","10 out of 10","9 out of 9","10 out of 10","0.361","2 out of 10","7 out of 9","7 out of 10"
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","117 EAST 19TH STREET","Roswell","NM","88201","CHAVES","0.858255","Not Available","Not Available","Not Available","0.873007","0 out of 10","0 out of 9","0 out of 10","0.872849","Not Available","Not Available","Not Available","0.487605","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","Rio Rancho","NM","87144","SANDOVAL","0.848106","Not Available","Not Available","Not Available","0.874067","Not Available","Not Available","Not Available","0.889823","Not Available","Not Available","Not Available","0.456906","9 out of 10","Not Available","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","Albany","NY","12204","ALBANY","0.849343","Not Available","Not Available","Not Available","0.851316","0 out of 10","1 out of 9","1 out of 10","0.869056","0 out of 10","0 out of 9","0 out of 10","0.523030","6 out of 10","1 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","Kingston","NY","12401","ULSTER","0.856395","6 out of 10","6 out of 9","6 out of 10","0.878685","0 out of 10","3 out of 9","3 out of 10","0.866579","0 out of 10","0 out of 9","0 out of 10","0.505618","6 out of 10","7 out of 9","7 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","Buffalo","NY","14210","ERIE","0.856251","6 out of 10","7 out of 9","7 out of 10","0.888246","4 out of 10","5 out of 9","5 out of 10","0.901381","8 out of 10","9 out of 9","9 out of 10","0.473513","8 out of 10","7 out of 9","8 out of 10","0.602","0 out of 10","2 out of 9","2 out of 10"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","0.858714","Not Available","Not Available","Not Available","0.882920","1 out of 10","1 out of 9","1 out of 10","0.877395","0 out of 10","1 out of 9","1 out of 10","0.505737","6 out of 10","7 out of 9","7 out of 10","0.963","0 out of 10","0 out of 9","0 out of 10"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","Warsaw","NY","14569","WYOMING","0.857055","Not Available","Not Available","Not Available","0.882616","Not Available","Not Available","Not Available","0.884766","1 out of 10","2 out of 9","2 out of 10","0.529744","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","Bronx","NY","10457","BRONX","0.841570","Not Available","Not Available","Not Available","0.889068","4 out of 10","0 out of 9","4 out of 10","0.875090","0 out of 10","1 out of 9","1 out of 10","0.566974","3 out of 10","2 out of 9","3 out of 10","0.327","3 out of 10","6 out of 9","6 out of 10"
"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","Binghamton","NY","13905","BROOME","0.859261","8 out of 10","8 out of 9","8 out of 10","0.879516","0 out of 10","1 out of 9","1 out of 10","0.841127","0 out of 10","0 out of 9","0 out of 10","0.675822","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","Albany","NY","12208","ALBANY","0.870926","10 out of 10","9 out of 9","10 out of 10","0.882453","1 out of 10","0 out of 9","1 out of 10","0.891811","4 out of 10","0 out of 9","4 out of 10","0.409898","10 out of 10","9 out of 9","10 out of 10","0.219","5 out of 10","4 out of 9","5 out of 10"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","Jamaica","NY","11418","QUEENS","0.851745","3 out of 10","0 out of 9","3 out of 10","0.872198","0 out of 10","0 out of 9","0 out of 10","0.870384","0 out of 10","2 out of 9","2 out of 10","0.421197","10 out of 10","9 out of 9","10 out of 10","1.192","0 out of 10","3 out of 9","3 out of 10"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","Brooklyn","NY","11229","KINGS","0.854416","5 out of 10","5 out of 9","5 out of 10","0.905438","10 out of 10","9 out of 9","10 out of 10","0.894155","5 out of 10","6 out of 9","6 out of 10","0.305883","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","Poughkeepsie","NY","12601","DUTCHESS","0.847875","1 out of 10","0 out of 9","1 out of 10","0.846371","0 out of 10","0 out of 9","0 out of 10","0.898829","7 out of 10","7 out of 9","7 out of 10","0.348912","10 out of 10","9 out of 9","10 out of 10","0.123","7 out of 10","3 out of 9","7 out of 10"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","New York","NY","10029","NEW YORK","0.857918","7 out of 10","5 out of 9","7 out of 10","0.888694","4 out of 10","0 out of 9","4 out of 10","0.896120","6 out of 10","0 out of 9","6 out of 10","0.436883","10 out of 10","9 out of 9","10 out of 10","0.301","3 out of 10","5 out of 9","5 out of 10"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","East Meadow","NY","11554","NASSAU","0.838663","Not Available","Not Available","Not Available","0.870720","0 out of 10","0 out of 9","0 out of 10","0.881294","0 out of 10","1 out of 9","1 out of 10","0.416583","10 out of 10","9 out of 9","10 out of 10","0.436","1 out of 10","1 out of 9","1 out of 10"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","Staten Island","NY","10310","RICHMOND","0.857685","7 out of 10","6 out of 9","7 out of 10","0.879423","0 out of 10","0 out of 9","0 out of 10","0.867526","0 out of 10","0 out of 9","0 out of 10","0.602571","1 out of 10","2 out of 9","2 out of 10","0.547","0 out of 10","0 out of 9","0 out of 10"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","Newark","NY","14513","WAYNE","0.856756","Not Available","Not Available","Not Available","0.880375","0 out of 10","2 out of 9","2 out of 10","0.873507","0 out of 10","0 out of 9","0 out of 10","0.593002","2 out of 10","3 out of 9","3 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
